Zugnummer;Zug;Ergebnis
38;Ne5;1/2-1/2
39;Be3;1/2-1/2
40;Rh6;1/2-1/2
41;Bxg5;1/2-1/2
42;Rh5;1/2-1/2
43;Rhe1;1/2-1/2
44;Ng4;1/2-1/2
45;Bh4;1/2-1/2
46;Nxh2;1/2-1/2
47;Rh1;1/2-1/2
48;Rd5;1/2-1/2
49;Rxh2;1/2-1/2
50;a5;1/2-1/2
51;Rxh3;1/2-1/2
52;axb4+;1/2-1/2
53;Rxb4;1/2-1/2
54;Ra8;1/2-1/2
55;Kb2;1/2-1/2
56;Ke8;1/2-1/2
57;g4;1/2-1/2
58;Rd2;1/2-1/2
59;Bg5;1/2-1/2
60;Rd5;1/2-1/2
61;Rh8+;1/2-1/2
62;Kd7;1/2-1/2
63;Rxa8;1/2-1/2
64;c6;1/2-1/2
65;Rb7+;1/2-1/2
66;Ke6;1/2-1/2
67;Re8+;1/2-1/2
68;Kd6;1/2-1/2
69;Rd8+;1/2-1/2
70;Kc5;1/2-1/2
71;Be3+;1/2-1/2
72;Rd4;1/2-1/2
73;Rdd7;1/2-1/2
1;e4;0-1
2;a6;0-1
3;Na3;0-1
4;e5;0-1
5;b3;0-1
6;Nf6;0-1
7;Nc4;0-1
8;Nc6;0-1
9;Bb2;0-1
10;Rb8;0-1
11;g3;0-1
12;Nxe4;0-1
13;Nxe5;0-1
14;Nxe5;0-1
15;Qe2;0-1
16;Qe7;0-1
17;f3;0-1
18;c5;0-1
19;O-O-O;0-1
20;f6;0-1
21;fxe4;0-1
22;b5;0-1
23;h4;0-1
24;h6;0-1
25;Bh3;0-1
26;Qe6;0-1
27;Bxe6;0-1
28;dxe6;0-1
29;Bxe5;0-1
30;Rb7;0-1
31;Rh2;0-1
32;h5;0-1
33;Bb2;0-1
34;e5;0-1
35;Nh3;0-1
36;Rh6;0-1
37;Nf2;0-1
38;Rc7;0-1
39;Kb1;0-1
40;Be6;0-1
41;Ba3;0-1
42;b4;0-1
43;Re1;0-1
44;c4;0-1
45;Bc1;0-1
46;Bc5;0-1
47;Qd3;0-1
48;Rb7;0-1
49;Qf3;0-1
50;Rb5;0-1
51;Bb2;0-1
52;Ra5;0-1
53;Qd1;0-1
54;Bf8;0-1
55;Rg1;0-1
56;Bf7;0-1
57;g4;0-1
58;Bc5;0-1
59;d4;0-1
60;Bd6;0-1
61;d5;0-1
62;Rg6;0-1
63;bxc4;0-1
64;Bc5;0-1
65;Rhg2;0-1
66;Bxf2;0-1
67;Rxf2;0-1
68;Rc5;0-1
69;Qd2;0-1
70;Rxc4;0-1
71;g5;0-1
72;Rc6;0-1
73;dxc6;0-1
74;Be6;0-1
75;Rxf6;0-1
76;gxf6;0-1
77;Rc1;0-1
78;fxg5;0-1
79;Qxb4;0-1
80;Bc4;0-1
81;Qxc4;0-1
82;g4;0-1
83;c7;0-1
84;Rc6;0-1
85;Qb4;0-1
86;Rxc7;0-1
87;Rf1;0-1
88;g3;0-1
89;Qf8+;0-1
90;Kd7;0-1
91;Rf6;0-1
92;Rb7;0-1
93;Qe7+;0-1
94;Kxe7;0-1
95;Rf7+;0-1
96;Kxf7;0-1
97;c4;0-1
98;Ke6;0-1
99;Kc2;0-1
100;g2;0-1
101;Kb1;0-1
102;g1=Q+;0-1
103;Kc2;0-1
104;Qc5;0-1
105;Bc3;0-1
106;Qd6;0-1
107;c5;0-1
108;Qxc5;0-1
109;Kd3;0-1
110;Qf2;0-1
111;Be1;0-1
112;Qxe1;0-1
113;Kc2;0-1
114;Qf2+;0-1
115;Kd3;0-1
116;Rb2;0-1
117;a3;0-1
118;Qd4#;0-1
1;e4;0-1
2;h6;0-1
3;d4;0-1
4;e6;0-1
5;Nc3;0-1
6;d5;0-1
7;Bd3;0-1
8;dxe4;0-1
9;d5;0-1
10;Qd6;0-1
11;Nxe4;0-1
12;Qxd5;0-1
13;Qe2;0-1
14;Nf6;0-1
15;Nf3;0-1
16;Qh5;0-1
17;Ng3;0-1
18;Qa5+;0-1
19;Bd2;0-1
20;Qb6;0-1
21;O-O;0-1
22;Bd7;0-1
23;b4;0-1
24;Ba4;0-1
25;Rfe1;0-1
26;Nbd7;0-1
27;c4;0-1
28;g5;0-1
29;c5;0-1
30;Qc6;0-1
31;Nd4;0-1
32;Qd5;0-1
33;Reb1;0-1
34;Qxd4;0-1
35;Rc1;0-1
36;Qe5;0-1
37;Bxg5;0-1
38;Qxe2;0-1
39;Rc3;0-1
40;Qb2;0-1
41;Bxf6;0-1
42;Qxa1+;0-1
43;Bf1;0-1
44;Nxf6;0-1
45;Ra3;0-1
46;Qxf1+;0-1
47;Kxf1;0-1
48;Bb5+;0-1
49;Ke1;0-1
50;Rg8;0-1
51;Kd1;0-1
52;a6;0-1
53;Ke1;0-1
54;Nd5;0-1
55;Rf3;0-1
56;Nxb4;0-1
57;a3;0-1
58;Rh8;0-1
59;axb4;0-1
60;h5;0-1
61;Ne4;0-1
62;Be7;0-1
63;Nc3;0-1
64;Bc6;0-1
65;Rd3;0-1
66;Rg8;0-1
67;g3;0-1
68;f6;0-1
69;Ne2;0-1
70;Rd8;0-1
71;Re3;0-1
72;e5;0-1
73;Ra3;0-1
74;Rg4;0-1
75;f4;0-1
76;b6;0-1
77;Ra5;0-1
78;bxa5;0-1
79;h3;0-1
80;Bd6;0-1
81;hxg4;0-1
82;Bxc5;0-1
83;bxc5;0-1
84;hxg4;0-1
85;fxe5;0-1
86;Rd6;0-1
87;exd6;0-1
88;cxd6;0-1
89;cxd6;0-1
90;Kd7;0-1
91;Kd2;0-1
92;Kxd6;0-1
93;Nd4;0-1
94;Bg2;0-1
95;Nf5+;0-1
96;Ke5;0-1
97;Ne3;0-1
98;Bf3;0-1
99;Kd3;0-1
100;a4;0-1
101;Nc4+;0-1
102;Kd5;0-1
103;Nb6+;0-1
104;Ke5;0-1
105;Na8;0-1
106;Bxa8;0-1
107;Kc2;0-1
108;Ke4;0-1
109;Kd2;0-1
110;Kf3;0-1
111;Kc3;0-1
112;Kxg3;0-1
113;Kb4;0-1
114;Kf3;0-1
115;Kc3;0-1
116;Be4;0-1
117;Kb4;0-1
118;g3;0-1
119;Kc4;0-1
120;Kg2;0-1
121;Kc5;0-1
122;a5;0-1
123;Kd6;0-1
124;a3;0-1
125;Kc5;0-1
126;a2;0-1
127;Kd4;0-1
128;Kf3;0-1
129;Kc5;0-1
130;a1=Q;0-1
131;Kd6;0-1
132;Qe5+;0-1
133;Kd7;0-1
134;g2;0-1
135;Kd8;0-1
136;g1=Q;0-1
137;Kc8;0-1
138;Qgc5+;0-1
139;Kd8;0-1
140;Qee7#;0-1
1;e4;0-1
2;e5;0-1
3;Nf3;0-1
4;Ne7;0-1
5;Nxe5;0-1
6;d5;0-1
7;exd5;0-1
8;Qxd5;0-1
9;d4;0-1
10;Nbc6;0-1
11;Qh5;0-1
12;Nxd4;0-1
13;Qg5;0-1
14;Nxc2+;0-1
15;Ke2;0-1
16;Nd4+;0-1
17;Kd3;0-1
18;Bf5+;0-1
19;Qxf5;0-1
20;Ndxf5+;0-1
21;Kc3;0-1
22;Qxe5+;0-1
23;Kc2;0-1
24;Rd8;0-1
25;Nd2;0-1
26;Nd4+;0-1
27;Kd1;0-1
28;Qh5+;0-1
29;f3;0-1
30;Qf5;0-1
31;b4;0-1
32;Nec6;0-1
33;a3;0-1
34;Be7;0-1
35;Be2;0-1
36;Qg6;0-1
37;g3;0-1
38;Rg8;0-1
39;Ke1;0-1
40;Qe6;0-1
41;Ne4;0-1
42;g6;0-1
43;Kf2;0-1
44;Nxe2;0-1
45;Bg5;0-1
46;Ne5;0-1
47;Rhd1;0-1
48;Nd7;0-1
49;Bxe7;0-1
50;Kxe7;0-1
51;Re1;0-1
52;Qxe4;0-1
53;Rf1;0-1
54;Qc6;0-1
55;b5;0-1
56;Qc5+;0-1
57;Kg2;0-1
58;Qc2;0-1
59;Rf2;0-1
60;Ne5;0-1
61;Rff1;0-1
62;Nf4+;0-1
63;Kg1;0-1
64;Qg2#;0-1
1;e4;1-0
2;c5;1-0
3;Nf3;1-0
4;d6;1-0
5;Nc3;1-0
6;e5;1-0
7;Bc4;1-0
8;Qe7;1-0
9;Ne2;1-0
10;Be6;1-0
11;Ng3;1-0
12;g5;1-0
13;Bb5+;1-0
14;Nc6;1-0
15;d4;1-0
16;cxd4;1-0
17;Qe2;1-0
18;g4;1-0
19;Ng5;1-0
20;Bd7;1-0
21;Bc4;1-0
22;Nh6;1-0
23;Nf5;1-0
24;Bxf5;1-0
25;exf5;1-0
26;O-O-O;1-0
27;Bd5;1-0
28;Rg8;1-0
29;Nxh7;1-0
30;Nxf5;1-0
31;h4;1-0
32;Rg5;1-0
33;Bxg5;1-0
34;f6;1-0
35;Qc4;1-0
36;fxg5;1-0
37;Bxc6;1-0
38;bxc6;1-0
39;Qxc6+;1-0
40;Kb8;1-0
41;hxg5;1-0
42;g3;1-0
43;O-O-O;1-0
44;Rc8;1-0
45;Qf3;1-0
46;e4;1-0
47;Qxf5;1-0
48;d5;1-0
49;Kb1;1-0
50;a6;1-0
51;fxg3;1-0
52;Qb7;1-0
53;Qe5+;1-0
54;Qc7;1-0
55;Qe7;1-0
56;Qb6;1-0
57;Nxf8;1-0
58;Qc6;1-0
59;Qb4+;1-0
60;Ka8;1-0
61;Nd7;1-0
62;Qxd7;1-0
63;Qxd4;1-0
64;Qc6;1-0
65;Qxd5;1-0
66;Qxd5;1-0
67;Rxd5;1-0
68;Kb7;1-0
69;Re5;1-0
70;e3;1-0
71;g6;1-0
72;Kb8;1-0
73;Rxe3;1-0
74;a5;1-0
75;Re7;1-0
76;Re8;1-0
77;Rxe8+;1-0
78;Kc7;1-0
79;g7;1-0
80;Kd7;1-0
81;g8=Q;1-0
82;Kd6;1-0
83;a4;1-0
84;Kc5;1-0
85;Re2;1-0
86;Kc6;1-0
87;Re6+;1-0
88;Kd5;1-0
89;Rh5+;1-0
90;Kc4;1-0
91;Rg5;1-0
92;Kd4;1-0
93;Ka2;1-0
94;Kc4;1-0
95;Re4#;1-0
1;e4;1-0
2;c5;1-0
3;e5;1-0
4;Nc6;1-0
5;Nf3;1-0
6;Qc7;1-0
7;Nc3;1-0
8;Nxe5;1-0
9;d4;1-0
10;f5;1-0
11;dxe5;1-0
12;a6;1-0
13;Kd2;1-0
14;e6;1-0
15;Ke1;1-0
16;b6;1-0
17;Bf4;1-0
18;Bb7;1-0
19;h4;1-0
20;b5;1-0
21;a4;1-0
22;Bc8;1-0
23;axb5;1-0
24;Ne7;1-0
25;Be3;1-0
26;Bb7;1-0
27;Qe2;1-0
28;Nd5;1-0
29;Nxd5;1-0
30;Bxd5;1-0
31;b6;1-0
32;Qxb6;1-0
33;c4;1-0
34;Be4;1-0
35;Bc1;1-0
36;Bc6;1-0
37;Qc2;1-0
38;Be7;1-0
39;Ra3;1-0
40;O-O;1-0
41;Rg1;1-0
42;a5;1-0
43;h5;1-0
44;h6;1-0
45;Be2;1-0
46;Qb7;1-0
47;Qb3;1-0
48;Qb4+;1-0
49;Nd2;1-0
50;Rfe8;1-0
51;Qc2;1-0
52;a4;1-0
53;Kf1;1-0
54;Rac8;1-0
55;Bf3;1-0
56;d5;1-0
57;exd6;1-0
58;Bg5;1-0
59;Ke2;1-0
60;Red8;1-0
61;Rd1;1-0
62;Kf8;1-0
63;Rc3;1-0
64;e5;1-0
65;Re3;1-0
66;e4;1-0
67;Nxe4;1-0
68;g6;1-0
69;Rc3;1-0
70;fxe4;1-0
71;Bg4;1-0
72;Rb8;1-0
73;Rf1;1-0
74;Bxc1;1-0
75;Rxc1;1-0
76;Qxb2;1-0
77;Rd1;1-0
78;gxh5;1-0
79;Bxh5;1-0
80;a3;1-0
81;Qxb2;1-0
82;Rxb2+;1-0
83;Ke3;1-0
84;Ra8;1-0
85;Rb1;1-0
86;Rxb1;1-0
87;Rxa3;1-0
88;Kg8;1-0
89;Rc3;1-0
90;Rb2;1-0
91;Bg6;1-0
92;Rd8;1-0
93;Bxe4;1-0
94;Bxe4;1-0
95;Kxe4;1-0
96;Rxd6;1-0
97;Ke5;1-0
98;Rxf2;1-0
99;Kxd6;1-0
100;Rxg2;1-0
101;Kxc5;1-0
102;Kf7;1-0
103;Kd6;1-0
104;h5;1-0
105;c5;1-0
106;Ke8;1-0
107;Rb3;1-0
108;h4;1-0
109;c6;1-0
110;Rd2+;1-0
111;Kc7;1-0
112;Rc2;1-0
113;Kd6;1-0
114;Rb2;1-0
115;Rxb2;1-0
116;Kf7;1-0
117;Rf2+;1-0
118;Kg8;1-0
119;c7;1-0
120;h3;1-0
121;c8=Q+;1-0
122;Kh7;1-0
123;Qxh3+;1-0
124;Kg6;1-0
125;Re2;1-0
126;Kg5;1-0
127;Qg3+;1-0
128;Kh6;1-0
129;Rh2#;1-0
1;e4;0-1
2;e5;0-1
3;Nf3;0-1
4;Nc6;0-1
5;Bb5;0-1
6;a6;0-1
7;b4;0-1
8;axb5;0-1
9;g3;0-1
10;d5;0-1
11;exd5;0-1
12;Qxd5;0-1
13;Nc3;0-1
14;Qc4;0-1
15;a4;0-1
16;Bxb4;0-1
17;h4;0-1
18;Bg4;0-1
19;Nxb5;0-1
20;Kd7;0-1
21;c3;0-1
22;Qe4+;0-1
23;Qe2;0-1
24;Qxf3;0-1
25;Ba3;0-1
26;Bh3;0-1
27;Nd6;0-1
28;Qxh1+;0-1
29;Qf1;0-1
30;Qxf1#;0-1
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;Nc6;0-1
5;Bb5;0-1
6;d6;0-1
7;O-O;0-1
8;Nf6;0-1
9;g3;0-1
10;Nxe4;0-1
11;d4;0-1
12;cxd4;0-1
13;Re1;0-1
14;Nc5;0-1
15;Nxd4;0-1
16;Bd7;0-1
17;Be3;0-1
18;Ne5;0-1
19;Nc3;0-1
20;Nb3;0-1
21;axb3;0-1
22;Bxb5;0-1
23;Ndxb5;0-1
24;e6;0-1
25;f4;0-1
26;Nc6;0-1
27;Nd5;0-1
28;Be7;0-1
29;Nxe7;0-1
30;a6;0-1
31;Nxc6;0-1
32;bxc6;0-1
33;Nxd6+;0-1
34;Kf8;0-1
35;Qh5;0-1
36;Qf6;0-1
37;Bf2;0-1
38;Kg8;0-1
39;Qe5;0-1
40;Qxe5;0-1
41;Bd4;0-1
42;Qxd4+;0-1
43;Kh1;0-1
44;Qxd6;0-1
45;Rad1;0-1
46;Qc7;0-1
47;h4;0-1
48;h5;0-1
49;Re5;0-1
50;Rd8;0-1
51;Rf1;0-1
52;c5;0-1
53;Rfe1;0-1
54;Kf8;0-1
55;R5e2;0-1
56;g6;0-1
57;Rg1;0-1
58;c4;0-1
59;bxc4;0-1
60;Qxc4;0-1
61;Rge1;0-1
62;Kg7;0-1
63;Kg2;0-1
64;Kh6;0-1
65;Kh3;0-1
66;Qc8;0-1
67;Rg2;0-1
68;e5+;0-1
69;Kh2;0-1
70;exf4;0-1
71;gxf4;0-1
72;Qe6;0-1
73;Rxe6;0-1
74;fxe6;0-1
75;b3;0-1
76;Rhf8;0-1
77;Kg3;0-1
78;Rd4;0-1
79;Re2;0-1
80;Rdxf4;0-1
81;c3;0-1
82;e5;0-1
83;Rxe5;0-1
84;Rg4+;0-1
85;Kh3;0-1
86;Rf3+;0-1
87;Kh2;0-1
88;Rxh4+;0-1
89;Kg2;0-1
90;Rxc3;0-1
91;Re6;0-1
92;a5;0-1
93;Re8;0-1
94;Rxb3;0-1
95;Rh8+;0-1
96;Kg5;0-1
97;Rd8;0-1
98;a4;0-1
99;Rd5+;0-1
100;Kf4;0-1
101;Rd6;0-1
102;a3;0-1
103;Rd5;0-1
104;Rb2+;0-1
105;Kg1;0-1
106;a2;0-1
107;Rd4+;0-1
108;Ke3;0-1
109;Rd1;0-1
110;Rb1;0-1
111;Rxb1;0-1
112;Ke2;0-1
113;Rb2+;0-1
114;Kd1;0-1
115;Rb8;0-1
116;a1=Q;0-1
117;Rb1+;0-1
118;Qxb1;0-1
119;Kf1;0-1
120;Ra4;0-1
121;Kg1;0-1
122;Rg4+;0-1
123;Kh1;0-1
124;Qe4+;0-1
125;Kh2;0-1
126;Qg2#;0-1
1;e4;1-0
2;c5;1-0
3;Nf3;1-0
4;d6;1-0
5;d4;1-0
6;Nc6;1-0
7;dxc5;1-0
8;Nf6;1-0
9;Bb5;1-0
10;Nxe4;1-0
11;cxd6;1-0
12;h6;1-0
13;Nbd2;1-0
14;Nxd6;1-0
15;Bxc6+;1-0
16;bxc6;1-0
17;b3;1-0
18;f6;1-0
19;Bb2;1-0
20;Kf7;1-0
21;Qc1;1-0
22;e5;1-0
23;c3;1-0
24;Nb7;1-0
25;O-O;1-0
26;Bf5;1-0
27;Qd1;1-0
28;Be7;1-0
29;Re1;1-0
30;Nc5;1-0
31;Ba3;1-0
32;Nd3;1-0
33;Bxe7;1-0
34;a5;1-0
35;Nxe5+;1-0
36;fxe5;1-0
37;Bxd8;1-0
38;Rg8;1-0
39;Bb6;1-0
40;g6;1-0
41;Nc4;1-0
42;Nxe1;1-0
43;Qg4;1-0
44;Bxg4;1-0
45;Nxe5+;1-0
46;Ke6;1-0
47;Ba7;1-0
48;Rge8;1-0
49;Nxg4;1-0
50;Nxg2;1-0
51;Bb6;1-0
52;Nf4;1-0
53;Nxh6;1-0
54;Ne2+;1-0
55;Kf1;1-0
56;Ng3+;1-0
57;hxg3;1-0
58;a4;1-0
59;Re1+;1-0
60;Kd7;1-0
61;Ng4;1-0
62;Ra6;1-0
63;Bc7;1-0
64;Rg8;1-0
65;Bf4;1-0
66;c5;1-0
67;Be3;1-0
68;Rh8;1-0
69;Ne5+;1-0
70;Ke6;1-0
71;Ng4;1-0
72;Rh4;1-0
73;gxh4;1-0
74;axb3;1-0
75;axb3;1-0
76;g5;1-0
77;Bxg5+;1-0
78;Kf5;1-0
79;Ne3+;1-0
80;Ke4;1-0
81;Nc4+;1-0
82;Kf5;1-0
83;Re5+;1-0
84;Kg6;1-0
85;Kg2;1-0
86;Ra1;1-0
87;Rxc5;1-0
88;Kh5;1-0
89;Kf3;1-0
90;Rh1;1-0
91;Nd6;1-0
92;Rxh4;1-0
93;Rc6;1-0
94;Kxg5;1-0
95;Ne4+;1-0
96;Kf5;1-0
97;Ng3+;1-0
98;Kg5;1-0
99;Ra6;1-0
100;Rf4+;1-0
101;Ke3;1-0
102;Rf7;1-0
103;Nf1;1-0
104;Re7+;1-0
105;Kd4;1-0
106;Rd7+;1-0
107;Kc5;1-0
108;Rd5+;1-0
109;Kxd5;1-0
110;Kf4;1-0
111;Rf6+;1-0
112;Kg5;1-0
113;Ke6;1-0
114;Kg4;1-0
115;Ne3+;1-0
116;Kg5;1-0
117;c4;1-0
118;Kh5;1-0
119;Kf5;1-0
120;Kh4;1-0
121;Rh6#;1-0
1;e4;1-0
2;h5;1-0
3;d4;1-0
4;c6;1-0
5;Nf3;1-0
6;d5;1-0
7;exd5;1-0
8;cxd5;1-0
9;c4;1-0
10;Nf6;1-0
11;cxd5;1-0
12;Nxd5;1-0
13;Bc4;1-0
14;Nc6;1-0
15;Nfd2;1-0
16;Nb6;1-0
17;Bb5;1-0
18;Qd6;1-0
19;f4;1-0
20;Qxd4;1-0
21;Nc3;1-0
22;Rh6;1-0
23;Qb3;1-0
24;Qe3+;1-0
25;Ne2;1-0
26;Qxe2+;1-0
27;Bxe2;1-0
28;Nd4;1-0
29;Qd3;1-0
30;Nxe2;1-0
31;Qxe2;1-0
32;Re6;1-0
33;Ne4;1-0
34;g6;1-0
35;f5;1-0
36;gxf5;1-0
37;Qb5+;1-0
38;Rc6;1-0
39;Ng5;1-0
40;Bd7;1-0
41;Qb3;1-0
42;Nd5;1-0
43;Qxd5;1-0
44;e6;1-0
45;Qe5;1-0
46;O-O-O;1-0
47;Nxf7;1-0
48;Rc5;1-0
49;Qf6;1-0
50;Re8;1-0
51;Be3;1-0
52;Re7;1-0
53;Bh6;1-0
54;Rxf7;1-0
55;Qxf7;1-0
56;Bxh6;1-0
57;Qg8+;1-0
58;Be8;1-0
59;Qxe8+;1-0
60;Kc7;1-0
61;Qe7+;1-0
62;Kb6;1-0
63;b4;1-0
64;Bg7;1-0
65;Qxc5+;1-0
66;Ka6;1-0
67;Qa5#;1-0
1;e4;1-0
2;c5;1-0
3;Nc3;1-0
4;d6;1-0
5;Nf3;1-0
6;Nc6;1-0
7;d4;1-0
8;cxd4;1-0
9;Nxd4;1-0
10;a6;1-0
11;Be2;1-0
12;Nf6;1-0
13;Be3;1-0
14;e5;1-0
15;Nb3;1-0
16;Be6;1-0
17;Qd2;1-0
18;d5;1-0
19;exd5;1-0
20;Nxd5;1-0
21;Nxd5;1-0
22;Qxd5;1-0
23;O-O-O;1-0
24;Qxg2;1-0
25;Rhg1;1-0
26;Qe4;1-0
27;Nc5;1-0
28;Bxc5;1-0
29;Bxc5;1-0
30;Rd8;1-0
31;Bd3;1-0
32;Qh4;1-0
33;Qe3;1-0
34;Qxh2;1-0
35;Rxg7;1-0
36;h5;1-0
37;b4;1-0
38;Qf4;1-0
39;Rg4;1-0
40;Qg5;1-0
41;Rxg5;1-0
42;Kd7;1-0
43;Rg8;1-0
44;Na7;1-0
45;Bb5+;1-0
46;Kc8;1-0
47;Rdxd8+;1-0
48;Kc7;1-0
49;Kb2;1-0
50;Nxb5;1-0
51;Bb6+;1-0
52;Kc6;1-0
53;Qc5#;1-0
1;e4;1-0
2;e6;1-0
3;d4;1-0
4;d5;1-0
5;Nc3;1-0
6;Nf6;1-0
7;Bg5;1-0
8;dxe4;1-0
9;Nxe4;1-0
10;Be7;1-0
11;Nd6+;1-0
12;cxd6;1-0
13;Bd3;1-0
14;Nc6;1-0
15;Nf3;1-0
16;Nb4;1-0
17;Be2;1-0
18;O-O;1-0
19;a3;1-0
20;Nc6;1-0
21;Bd3;1-0
22;e5;1-0
23;d5;1-0
24;Qe8;1-0
25;dxc6;1-0
26;Ng4;1-0
27;b3;1-0
28;bxc6;1-0
29;Bxe7;1-0
30;Qxe7;1-0
31;h3;1-0
32;g6;1-0
33;hxg4;1-0
34;e4;1-0
35;O-O;1-0
36;exd3;1-0
37;Re1;1-0
38;Qc7;1-0
39;Qxd3;1-0
40;Bxg4;1-0
41;c4;1-0
42;Rad8;1-0
43;Nd4;1-0
44;c5;1-0
45;Qg3;1-0
46;cxd4;1-0
47;Qxg4;1-0
48;Rb8;1-0
49;Rab1;1-0
50;Qa5;1-0
51;Kh2;1-0
52;Rxb3;1-0
53;Rxb3;1-0
54;Qxe1;1-0
55;Qxd4;1-0
56;Qe5+;1-0
57;Qxe5;1-0
58;Rb8;1-0
59;Rxb8#;1-0
1;b4;1-0
2;e5;1-0
3;b5;1-0
4;a6;1-0
5;e3;1-0
6;b6;1-0
7;Bb2;1-0
8;axb5;1-0
9;Bxe5;1-0
10;c6;1-0
11;a4;1-0
12;b4;1-0
13;c3;1-0
14;Na6;1-0
15;cxb4;1-0
16;Nxb4;1-0
17;Qb3;1-0
18;h6;1-0
19;Nf3;1-0
20;Nf6;1-0
21;Ng1;1-0
22;d5;1-0
23;Bc3;1-0
24;Qd6;1-0
25;Nf3;1-0
26;Be7;1-0
27;Be2;1-0
28;Qd8;1-0
29;Bxb4;1-0
30;c5;1-0
31;Bb5+;1-0
32;Bd7;1-0
33;Ba3;1-0
34;O-O;1-0
35;Bb2;1-0
36;Qb8;1-0
37;O-O;1-0
38;d4;1-0
39;Na3;1-0
40;Bg4;1-0
41;exd4;1-0
42;Qf4;1-0
43;Rfe1;1-0
44;Bd6;1-0
45;Nc4;1-0
46;Rad8;1-0
47;Nxd6;1-0
48;Qxd6;1-0
49;h3;1-0
50;Bh5;1-0
51;Re5;1-0
52;Bg6;1-0
53;Rae1;1-0
54;Ra8;1-0
55;Ra1;1-0
56;Rfc8;1-0
57;Rae1;1-0
58;c4;1-0
59;Qc3;1-0
60;Nd5;1-0
61;Rxd5;1-0
62;Qxd5;1-0
63;Ne5;1-0
64;Be4;1-0
65;Qc1;1-0
66;Re8;1-0
67;Bxc4;1-0
68;g5;1-0
69;d3;1-0
70;Bxg2;1-0
71;Bxd5;1-0
72;Bxd5;1-0
73;Ng4;1-0
74;Rec8;1-0
75;Nf6+;1-0
76;Kg7;1-0
77;Nxd5;1-0
78;Rxc1;1-0
79;Rxc1;1-0
80;Rxa4;1-0
81;Ra1;1-0
82;Rxa1+;1-0
83;Bxa1;1-0
84;Kf8;1-0
85;Bc3;1-0
86;h5;1-0
87;Nxb6;1-0
88;f6;1-0
89;d5;1-0
90;Kf7;1-0
91;d6;1-0
92;f5;1-0
93;d7;1-0
94;Ke7;1-0
95;Kg2;1-0
96;h4;1-0
97;Kg1;1-0
98;f4;1-0
99;Kg2;1-0
100;Ke6;1-0
101;d8=Q;1-0
102;f3+;1-0
103;Kh2;1-0
104;Kf7;1-0
105;Qf8+;1-0
106;Kxf8;1-0
107;Bb4+;1-0
108;Ke8;1-0
109;d4;1-0
110;g4;1-0
111;Bc5;1-0
112;g3+;1-0
113;Kg1;1-0
114;Kd8;1-0
115;Nc4;1-0
116;Kd7;1-0
117;Ba3;1-0
118;Ke6;1-0
119;Ne3;1-0
120;Kf6;1-0
121;Bd6;1-0
122;Kg5;1-0
123;d5;1-0
124;Kf6;1-0
125;Bxg3;1-0
126;Kg5;1-0
127;Bxh4+;1-0
128;Kxh4;1-0
129;d6;1-0
130;Kg5;1-0
131;d7;1-0
132;Kh6;1-0
133;Ng2;1-0
134;fxg2;1-0
135;Kxg2;1-0
136;Kg5;1-0
137;d8=Q+;1-0
138;Kf5;1-0
139;Qe7;1-0
140;Kf4;1-0
141;Qe6;1-0
142;Kg5;1-0
143;Kf3;1-0
144;Kh5;1-0
145;Kf4;1-0
146;Kh4;1-0
147;Qh6#;1-0
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;d6;0-1
5;d4;0-1
6;cxd4;0-1
7;Bf4;0-1
8;e5;0-1
9;Bc1;0-1
10;Be7;0-1
11;c3;0-1
12;dxc3;0-1
13;Qxd6;0-1
14;Qxd6;0-1
15;Nxc3;0-1
16;Nc6;0-1
17;Be3;0-1
18;Nf6;0-1
19;Rd1;0-1
20;Qc7;0-1
21;Bb5;0-1
22;a6;0-1
23;Bc4;0-1
24;Be6;0-1
25;Bb6;0-1
26;Qxb6;0-1
27;a4;0-1
28;Bxc4;0-1
29;Rd2;0-1
30;Bb4;0-1
31;b3;0-1
32;Bxc3;0-1
33;bxc4;0-1
34;Bxd2+;0-1
35;Nxd2;0-1
36;O-O-O;0-1
37;a5;0-1
38;Qb2;0-1
39;O-O;0-1
40;Rxd2;0-1
41;h3;0-1
42;b5;0-1
43;Ra1;0-1
44;Qxa1+;0-1
45;Kh2;0-1
46;Qd4;0-1
47;f3;0-1
48;Qf2;0-1
49;Kh1;0-1
50;Qxg2#;0-1
1;e4;0-1
2;b6;0-1
3;d4;0-1
4;Ba6;0-1
5;Bxa6;0-1
6;Nxa6;0-1
7;c4;0-1
8;g6;0-1
9;Nf3;0-1
10;Bg7;0-1
11;Nc3;0-1
12;c6;0-1
13;Bf4;0-1
14;b5;0-1
15;Qe2;0-1
16;bxc4;0-1
17;Qxc4;0-1
18;Nc7;0-1
19;O-O;0-1
20;Rc8;0-1
21;Ng5;0-1
22;Nh6;0-1
23;h3;0-1
24;O-O;0-1
25;Rae1;0-1
26;e6;0-1
27;Nxf7;0-1
28;Nxf7;0-1
29;Rd1;0-1
30;Ne8;0-1
31;Qa6;0-1
32;Bh6;0-1
33;Bxh6;0-1
34;Nxh6;0-1
35;Qxa7;0-1
36;Nf6;0-1
37;a4;0-1
38;d5;0-1
39;f3;0-1
40;Nf7;0-1
41;Qc5;0-1
42;Nh5;0-1
43;Ne2;0-1
