sequence;count;avg_score
Nc6 Nxc8 Ra7 Nxa7 a3 Nxc6 Kd6 Nxe7 c5 bxa3;1;5.0
Nxc8 Ra7 Nxa7 a3 Nxc6 Kd6 Nxe7 c5 bxa3 Ne4;1;5.0
Ra7 Nxa7 a3 Nxc6 Kd6 Nxe7 c5 bxa3 Ne4 f3;1;5.0
Nxa7 a3 Nxc6 Kd6 Nxe7 c5 bxa3 Ne4 f3 g3;1;5.0
a3 Nxc6 Kd6 Nxe7 c5 bxa3 Ne4 f3 g3 fxe4;1;5.0
Nxc6 Kd6 Nxe7 c5 bxa3 Ne4 f3 g3 fxe4 h4;1;5.0
Kd6 Nxe7 c5 bxa3 Ne4 f3 g3 fxe4 h4 hxg3;1;5.0
Nxe7 c5 bxa3 Ne4 f3 g3 fxe4 h4 hxg3 h3;1;5.0
c5 bxa3 Ne4 f3 g3 fxe4 h4 hxg3 h3 gxh3;1;5.0
bxa3 Ne4 f3 g3 fxe4 h4 hxg3 h3 gxh3 Ke5;1;5.0
Ne4 f3 g3 fxe4 h4 hxg3 h3 gxh3 Ke5 d3;1;5.0
f3 g3 fxe4 h4 hxg3 h3 gxh3 Ke5 d3 c4;1;5.0
g3 fxe4 h4 hxg3 h3 gxh3 Ke5 d3 c4 dxc4;1;5.0
fxe4 h4 hxg3 h3 gxh3 Ke5 d3 c4 dxc4 d3;1;5.0
h4 hxg3 h3 gxh3 Ke5 d3 c4 dxc4 d3 cxd3;1;5.0
hxg3 h3 gxh3 Ke5 d3 c4 dxc4 d3 cxd3 Kd4;1;5.0
h3 gxh3 Ke5 d3 c4 dxc4 d3 cxd3 Kd4 e3+;1;5.0
gxh3 Ke5 d3 c4 dxc4 d3 cxd3 Kd4 e3+ Ke5;1;5.0
Ke5 d3 c4 dxc4 d3 cxd3 Kd4 e3+ Ke5 Nc3;1;5.0
d3 c4 dxc4 d3 cxd3 Kd4 e3+ Ke5 Nc3 Kf6;1;5.0
c4 dxc4 d3 cxd3 Kd4 e3+ Ke5 Nc3 Kf6 Ncd5+;1;5.0
dxc4 d3 cxd3 Kd4 e3+ Ke5 Nc3 Kf6 Ncd5+ Ke5;1;5.0
d3 cxd3 Kd4 e3+ Ke5 Nc3 Kf6 Ncd5+ Ke5 h4;1;5.0
cxd3 Kd4 e3+ Ke5 Nc3 Kf6 Ncd5+ Ke5 h4 Ke6;1;5.0
Kd4 e3+ Ke5 Nc3 Kf6 Ncd5+ Ke5 h4 Ke6 h5;1;5.0
e3+ Ke5 Nc3 Kf6 Ncd5+ Ke5 h4 Ke6 h5 Ke5;1;5.0
Ke5 Nc3 Kf6 Ncd5+ Ke5 h4 Ke6 h5 Ke5 Rh4;1;5.0
Nc3 Kf6 Ncd5+ Ke5 h4 Ke6 h5 Ke5 Rh4 Ke6;1;5.0
Kf6 Ncd5+ Ke5 h4 Ke6 h5 Ke5 Rh4 Ke6 Rg4;1;5.0
Ncd5+ Ke5 h4 Ke6 h5 Ke5 Rh4 Ke6 Rg4 Ke5;1;5.0
Ke5 h4 Ke6 h5 Ke5 Rh4 Ke6 Rg4 Ke5 Rg6;1;5.0
Nf3 d5 Nc3 d4 Ne4 h5 Nh4 f5 Nxf5 h4;1;5.0
d5 Nc3 d4 Ne4 h5 Nh4 f5 Nxf5 h4 Nxg7+;1;5.0
Nc3 d4 Ne4 h5 Nh4 f5 Nxf5 h4 Nxg7+ Bxg7;1;5.0
d4 Ne4 h5 Nh4 f5 Nxf5 h4 Nxg7+ Bxg7 Nd6+;1;5.0
Ne4 h5 Nh4 f5 Nxf5 h4 Nxg7+ Bxg7 Nd6+ Kd7;1;5.0
h5 Nh4 f5 Nxf5 h4 Nxg7+ Bxg7 Nd6+ Kd7 Nf7;1;5.0
Nh4 f5 Nxf5 h4 Nxg7+ Bxg7 Nd6+ Kd7 Nf7 Qf8;1;5.0
f5 Nxf5 h4 Nxg7+ Bxg7 Nd6+ Kd7 Nf7 Qf8 Nxh8;1;5.0
Nxf5 h4 Nxg7+ Bxg7 Nd6+ Kd7 Nf7 Qf8 Nxh8 e5;1;5.0
h4 Nxg7+ Bxg7 Nd6+ Kd7 Nf7 Qf8 Nxh8 e5 Nf7;1;5.0
Nxg7+ Bxg7 Nd6+ Kd7 Nf7 Qf8 Nxh8 e5 Nf7 c5;1;5.0
Bxg7 Nd6+ Kd7 Nf7 Qf8 Nxh8 e5 Nf7 c5 Nd8;1;5.0
Nd6+ Kd7 Nf7 Qf8 Nxh8 e5 Nf7 c5 Nd8 a5;1;5.0
Kd7 Nf7 Qf8 Nxh8 e5 Nf7 c5 Nd8 a5 Nxb7;1;5.0
Nf7 Qf8 Nxh8 e5 Nf7 c5 Nd8 a5 Nxb7 a4;1;5.0
Qf8 Nxh8 e5 Nf7 c5 Nd8 a5 Nxb7 a4 Nd6;1;5.0
Nxh8 e5 Nf7 c5 Nd8 a5 Nxb7 a4 Nd6 Kc6;1;5.0
e5 Nf7 c5 Nd8 a5 Nxb7 a4 Nd6 Kc6 Nxc8;1;5.0
Nf7 c5 Nd8 a5 Nxb7 a4 Nd6 Kc6 Nxc8 h3;1;5.0
c5 Nd8 a5 Nxb7 a4 Nd6 Kc6 Nxc8 h3 Nd6;1;5.0
Nd8 a5 Nxb7 a4 Nd6 Kc6 Nxc8 h3 Nd6 Ra6;1;5.0
a5 Nxb7 a4 Nd6 Kc6 Nxc8 h3 Nd6 Ra6 Nf7;1;5.0
Nxb7 a4 Nd6 Kc6 Nxc8 h3 Nd6 Ra6 Nf7 a3;1;5.0
a4 Nd6 Kc6 Nxc8 h3 Nd6 Ra6 Nf7 a3 Nh6;1;5.0
Nd6 Kc6 Nxc8 h3 Nd6 Ra6 Nf7 a3 Nh6 Ne7;1;5.0
Kc6 Nxc8 h3 Nd6 Ra6 Nf7 a3 Nh6 Ne7 Ng8;1;5.0
Nxc8 h3 Nd6 Ra6 Nf7 a3 Nh6 Ne7 Ng8 Nd5;1;5.0
h3 Nd6 Ra6 Nf7 a3 Nh6 Ne7 Ng8 Nd5 Nf6;1;5.0
Nd6 Ra6 Nf7 a3 Nh6 Ne7 Ng8 Nd5 Nf6 Nf4;1;5.0
Ra6 Nf7 a3 Nh6 Ne7 Ng8 Nd5 Nf6 Nf4 Ng4;1;5.0
Nf7 a3 Nh6 Ne7 Ng8 Nd5 Nf6 Nf4 Ng4 Nd3+;1;5.0
a3 Nh6 Ne7 Ng8 Nd5 Nf6 Nf4 Ng4 Nd3+ exd3;1;5.0
Nh6 Ne7 Ng8 Nd5 Nf6 Nf4 Ng4 Nd3+ exd3 Qh8;1;5.0
Ne7 Ng8 Nd5 Nf6 Nf4 Ng4 Nd3+ exd3 Qh8 bxa3;1;5.0
Ng8 Nd5 Nf6 Nf4 Ng4 Nd3+ exd3 Qh8 bxa3 Bf6;1;5.0
Nd5 Nf6 Nf4 Ng4 Nd3+ exd3 Qh8 bxa3 Bf6 Rb1;1;5.0
Nf6 Nf4 Ng4 Nd3+ exd3 Qh8 bxa3 Bf6 Rb1 Rb6;1;5.0
Nf4 Ng4 Nd3+ exd3 Qh8 bxa3 Bf6 Rb1 Rb6 Rxb6+;1;5.0
Ng4 Nd3+ exd3 Qh8 bxa3 Bf6 Rb1 Rb6 Rxb6+ Kxb6;1;5.0
Nd3+ exd3 Qh8 bxa3 Bf6 Rb1 Rb6 Rxb6+ Kxb6 Nxf6;1;5.0
exd3 Qh8 bxa3 Bf6 Rb1 Rb6 Rxb6+ Kxb6 Nxf6 Nd7;1;5.0
Qh8 bxa3 Bf6 Rb1 Rb6 Rxb6+ Kxb6 Nxf6 Nd7 Nxd7+;1;5.0
bxa3 Bf6 Rb1 Rb6 Rxb6+ Kxb6 Nxf6 Nd7 Nxd7+ Kc6;1;5.0
Bf6 Rb1 Rb6 Rxb6+ Kxb6 Nxf6 Nd7 Nxd7+ Kc6 Nf6;1;5.0
Rb1 Rb6 Rxb6+ Kxb6 Nxf6 Nd7 Nxd7+ Kc6 Nf6 Qxf6;1;5.0
Rb6 Rxb6+ Kxb6 Nxf6 Nd7 Nxd7+ Kc6 Nf6 Qxf6 Qf3+;1;5.0
Rxb6+ Kxb6 Nxf6 Nd7 Nxd7+ Kc6 Nf6 Qxf6 Qf3+ Qxf3;1;5.0
Kxb6 Nxf6 Nd7 Nxd7+ Kc6 Nf6 Qxf6 Qf3+ Qxf3 gxf3;1;5.0
Nxf6 Nd7 Nxd7+ Kc6 Nf6 Qxf6 Qf3+ Qxf3 gxf3 Kd5;1;5.0
Nd7 Nxd7+ Kc6 Nf6 Qxf6 Qf3+ Qxf3 gxf3 Kd5 Be2;1;5.0
Nxd7+ Kc6 Nf6 Qxf6 Qf3+ Qxf3 gxf3 Kd5 Be2 c4;1;5.0
Kc6 Nf6 Qxf6 Qf3+ Qxf3 gxf3 Kd5 Be2 c4 f4;1;5.0
Nf6 Qxf6 Qf3+ Qxf3 gxf3 Kd5 Be2 c4 f4 c3;1;5.0
Qxf6 Qf3+ Qxf3 gxf3 Kd5 Be2 c4 f4 c3 fxe5;1;5.0
Qf3+ Qxf3 gxf3 Kd5 Be2 c4 f4 c3 fxe5 cxd2+;1;5.0
Qxf3 gxf3 Kd5 Be2 c4 f4 c3 fxe5 cxd2+ Bxd2;1;5.0
gxf3 Kd5 Be2 c4 f4 c3 fxe5 cxd2+ Bxd2 Kc5;1;5.0
Kd5 Be2 c4 f4 c3 fxe5 cxd2+ Bxd2 Kc5 Bf4;1;5.0
Be2 c4 f4 c3 fxe5 cxd2+ Bxd2 Kc5 Bf4 Kd5;1;5.0
c4 f4 c3 fxe5 cxd2+ Bxd2 Kc5 Bf4 Kd5 f3;1;5.0
f4 c3 fxe5 cxd2+ Bxd2 Kc5 Bf4 Kd5 f3 Kc5;1;5.0
c3 fxe5 cxd2+ Bxd2 Kc5 Bf4 Kd5 f3 Kc5 c4;1;5.0
fxe5 cxd2+ Bxd2 Kc5 Bf4 Kd5 f3 Kc5 c4 Kc6;1;5.0
cxd2+ Bxd2 Kc5 Bf4 Kd5 f3 Kc5 c4 Kc6 e6;1;5.0
Bxd2 Kc5 Bf4 Kd5 f3 Kc5 c4 Kc6 e6 Kc5;1;5.0
Kc5 Bf4 Kd5 f3 Kc5 c4 Kc6 e6 Kc5 Rg1;1;5.0
Bf4 Kd5 f3 Kc5 c4 Kc6 e6 Kc5 Rg1 Kc6;1;5.0
Kd5 f3 Kc5 c4 Kc6 e6 Kc5 Rg1 Kc6 Rg7;1;5.0
f3 Kc5 c4 Kc6 e6 Kc5 Rg1 Kc6 Rg7 Kc5;1;5.0
Kc5 c4 Kc6 e6 Kc5 Rg1 Kc6 Rg7 Kc5 Rc7+;1;5.0
c4 Kc6 e6 Kc5 Rg1 Kc6 Rg7 Kc5 Rc7+ Kb6;1;5.0
Kc6 e6 Kc5 Rg1 Kc6 Rg7 Kc5 Rc7+ Kb6 Re7;1;5.0
e6 Kc5 Rg1 Kc6 Rg7 Kc5 Rc7+ Kb6 Re7 Kc5;1;5.0
Kc5 Rg1 Kc6 Rg7 Kc5 Rc7+ Kb6 Re7 Kc5 Bb8;1;5.0
Rg1 Kc6 Rg7 Kc5 Rc7+ Kb6 Re7 Kc5 Bb8 Kc6;1;5.0
Kc6 Rg7 Kc5 Rc7+ Kb6 Re7 Kc5 Bb8 Kc6 Rc7+;1;5.0
Rg7 Kc5 Rc7+ Kb6 Re7 Kc5 Bb8 Kc6 Rc7+ Kd6;1;5.0
Kc5 Rc7+ Kb6 Re7 Kc5 Bb8 Kc6 Rc7+ Kd6 c5+;1;5.0
Rc7+ Kb6 Re7 Kc5 Bb8 Kc6 Rc7+ Kd6 c5+ Ke5;1;5.0
Kb6 Re7 Kc5 Bb8 Kc6 Rc7+ Kd6 c5+ Ke5 f4+;1;5.0
Re7 Kc5 Bb8 Kc6 Rc7+ Kd6 c5+ Ke5 f4+ Kd5;1;5.0
Kc5 Bb8 Kc6 Rc7+ Kd6 c5+ Ke5 f4+ Kd5 Bg4;1;5.0
d4 Nxf7 h5 Nxh8 Nf6 Ng6 a5 Nxf8 a4 Na3;1;5.0
Nxf7 h5 Nxh8 Nf6 Ng6 a5 Nxf8 a4 Na3 g5;1;5.0
h5 Nxh8 Nf6 Ng6 a5 Nxf8 a4 Na3 g5 Nb5;1;5.0
Nxh8 Nf6 Ng6 a5 Nxf8 a4 Na3 g5 Nb5 g4;1;5.0
Nf6 Ng6 a5 Nxf8 a4 Na3 g5 Nb5 g4 Nxc7+;1;5.0
Ng6 a5 Nxf8 a4 Na3 g5 Nb5 g4 Nxc7+ Kf7;1;5.0
a5 Nxf8 a4 Na3 g5 Nb5 g4 Nxc7+ Kf7 Nxa8;1;5.0
Nxf8 a4 Na3 g5 Nb5 g4 Nxc7+ Kf7 Nxa8 Qe8;1;5.0
a4 Na3 g5 Nb5 g4 Nxc7+ Kf7 Nxa8 Qe8 Nc7;1;5.0
Na3 g5 Nb5 g4 Nxc7+ Kf7 Nxa8 Qe8 Nc7 e5;1;5.0
g5 Nb5 g4 Nxc7+ Kf7 Nxa8 Qe8 Nc7 e5 Nxe8;1;5.0
Nb5 g4 Nxc7+ Kf7 Nxa8 Qe8 Nc7 e5 Nxe8 Nbd7;1;5.0
g4 Nxc7+ Kf7 Nxa8 Qe8 Nc7 e5 Nxe8 Nbd7 Nxf6;1;5.0
Nxc7+ Kf7 Nxa8 Qe8 Nc7 e5 Nxe8 Nbd7 Nxf6 Kxf6;1;5.0
Kf7 Nxa8 Qe8 Nc7 e5 Nxe8 Nbd7 Nxf6 Kxf6 Nh7+;1;5.0
Nxa8 Qe8 Nc7 e5 Nxe8 Nbd7 Nxf6 Kxf6 Nh7+ Kg6;1;5.0
Qe8 Nc7 e5 Nxe8 Nbd7 Nxf6 Kxf6 Nh7+ Kg6 Nf8+;1;5.0
Nc7 e5 Nxe8 Nbd7 Nxf6 Kxf6 Nh7+ Kg6 Nf8+ Kf6;1;5.0
e5 Nxe8 Nbd7 Nxf6 Kxf6 Nh7+ Kg6 Nf8+ Kf6 Nxd7+;1;5.0
Nxe8 Nbd7 Nxf6 Kxf6 Nh7+ Kg6 Nf8+ Kf6 Nxd7+ Kg6;1;5.0
Nbd7 Nxf6 Kxf6 Nh7+ Kg6 Nf8+ Kf6 Nxd7+ Kg6 Nb8;1;5.0
Nxf6 Kxf6 Nh7+ Kg6 Nf8+ Kf6 Nxd7+ Kg6 Nb8 Bf5;1;5.0
Kxf6 Nh7+ Kg6 Nf8+ Kf6 Nxd7+ Kg6 Nb8 Bf5 Nd7;1;5.0
Nh7+ Kg6 Nf8+ Kf6 Nxd7+ Kg6 Nb8 Bf5 Nd7 b5;1;5.0
Kg6 Nf8+ Kf6 Nxd7+ Kg6 Nb8 Bf5 Nd7 b5 Nxe5+;1;5.0
Nf8+ Kf6 Nxd7+ Kg6 Nb8 Bf5 Nd7 b5 Nxe5+ Kg5;1;5.0
Kf6 Nxd7+ Kg6 Nb8 Bf5 Nd7 b5 Nxe5+ Kg5 Nf7+;1;5.0
Nxd7+ Kg6 Nb8 Bf5 Nd7 b5 Nxe5+ Kg5 Nf7+ Kg6;1;5.0
Kg6 Nb8 Bf5 Nd7 b5 Nxe5+ Kg5 Nf7+ Kg6 Nh8+;1;5.0
Nb8 Bf5 Nd7 b5 Nxe5+ Kg5 Nf7+ Kg6 Nh8+ Kg5;1;5.0
Bf5 Nd7 b5 Nxe5+ Kg5 Nf7+ Kg6 Nh8+ Kg5 Nf7+;1;5.0
Nd7 b5 Nxe5+ Kg5 Nf7+ Kg6 Nh8+ Kg5 Nf7+ Kg6;1;5.0
b5 Nxe5+ Kg5 Nf7+ Kg6 Nh8+ Kg5 Nf7+ Kg6 Nh8+;1;5.0
Nxe5+ Kg5 Nf7+ Kg6 Nh8+ Kg5 Nf7+ Kg6 Nh8+ Kg5;1;5.0
Kg5 Nf7+ Kg6 Nh8+ Kg5 Nf7+ Kg6 Nh8+ Kg5 h4+;1;5.0
Nf7+ Kg6 Nh8+ Kg5 Nf7+ Kg6 Nh8+ Kg5 h4+ Kf4;1;5.0
Kg6 Nh8+ Kg5 Nf7+ Kg6 Nh8+ Kg5 h4+ Kf4 e3+;1;5.0
Nh8+ Kg5 Nf7+ Kg6 Nh8+ Kg5 h4+ Kf4 e3+ Ke4;1;5.0
Kg5 Nf7+ Kg6 Nh8+ Kg5 h4+ Kf4 e3+ Ke4 f3+;1;5.0
Nf7+ Kg6 Nh8+ Kg5 h4+ Kf4 e3+ Ke4 f3+ Ke5;1;5.0
Kg6 Nh8+ Kg5 h4+ Kf4 e3+ Ke4 f3+ Ke5 e4;1;5.0
Nh8+ Kg5 h4+ Kf4 e3+ Ke4 f3+ Ke5 e4 Bd7;1;5.0
Kg5 h4+ Kf4 e3+ Ke4 f3+ Ke5 e4 Bd7 c3;1;5.0
h4+ Kf4 e3+ Ke4 f3+ Ke5 e4 Bd7 c3 Be8;1;5.0
Kf4 e3+ Ke4 f3+ Ke5 e4 Bd7 c3 Be8 cxd4+;1;5.0
e3+ Ke4 f3+ Ke5 e4 Bd7 c3 Be8 cxd4+ Kf4;1;5.0
Ke4 f3+ Ke5 e4 Bd7 c3 Be8 cxd4+ Kf4 d5;1;5.0
f3+ Ke5 e4 Bd7 c3 Be8 cxd4+ Kf4 d5 g3;1;5.0
Ke5 e4 Bd7 c3 Be8 cxd4+ Kf4 d5 g3 Rh3;1;5.0
e4 Bd7 c3 Be8 cxd4+ Kf4 d5 g3 Rh3 b4;1;5.0
Bd7 c3 Be8 cxd4+ Kf4 d5 g3 Rh3 b4 Rxg3;1;5.0
c3 Be8 cxd4+ Kf4 d5 g3 Rh3 b4 Rxg3 Kxg3;1;5.0
Be8 cxd4+ Kf4 d5 g3 Rh3 b4 Rxg3 Kxg3 d3;1;5.0
cxd4+ Kf4 d5 g3 Rh3 b4 Rxg3 Kxg3 d3 b3;1;5.0
Kf4 d5 g3 Rh3 b4 Rxg3 Kxg3 d3 b3 Bg5;1;5.0
d5 g3 Rh3 b4 Rxg3 Kxg3 d3 b3 Bg5 Bf7;1;5.0
g3 Rh3 b4 Rxg3 Kxg3 d3 b3 Bg5 Bf7 Be2;1;5.0
Rh3 b4 Rxg3 Kxg3 d3 b3 Bg5 Bf7 Be2 Be8;1;5.0
b4 Rxg3 Kxg3 d3 b3 Bg5 Bf7 Be2 Be8 Qc1;1;5.0
Rxg3 Kxg3 d3 b3 Bg5 Bf7 Be2 Be8 Qc1 Bc6;1;5.0
Kxg3 d3 b3 Bg5 Bf7 Be2 Be8 Qc1 Bc6 Qxc6;1;5.0
d3 b3 Bg5 Bf7 Be2 Be8 Qc1 Bc6 Qxc6 a3;1;5.0
b3 Bg5 Bf7 Be2 Be8 Qc1 Bc6 Qxc6 a3 Qf6;1;5.0
Bg5 Bf7 Be2 Be8 Qc1 Bc6 Qxc6 a3 Qf6 Kh2;1;5.0
Bf7 Be2 Be8 Qc1 Bc6 Qxc6 a3 Qf6 Kh2 Qf4+;1;5.0
Be2 Be8 Qc1 Bc6 Qxc6 a3 Qf6 Kh2 Qf4+ Kg1;1;5.0
Be8 Qc1 Bc6 Qxc6 a3 Qf6 Kh2 Qf4+ Kg1 Qg4;1;5.0
Qc1 Bc6 Qxc6 a3 Qf6 Kh2 Qf4+ Kg1 Qg4 hxg4;1;5.0
Bc6 Qxc6 a3 Qf6 Kh2 Qf4+ Kg1 Qg4 hxg4 Ng6;1;5.0
Qxc6 a3 Qf6 Kh2 Qf4+ Kg1 Qg4 hxg4 Ng6 g3;1;5.0
a3 Qf6 Kh2 Qf4+ Kg1 Qg4 hxg4 Ng6 g3 Nf4;1;5.0
Qf6 Kh2 Qf4+ Kg1 Qg4 hxg4 Ng6 g3 Nf4 Kh2;1;5.0
Kh2 Qf4+ Kg1 Qg4 hxg4 Ng6 g3 Nf4 Kh2 Rc1;1;5.0
Qf4+ Kg1 Qg4 hxg4 Ng6 g3 Nf4 Kh2 Rc1 Kg1;1;5.0
Kg1 Qg4 hxg4 Ng6 g3 Nf4 Kh2 Rc1 Kg1 Rc3;1;5.0
Qg4 hxg4 Ng6 g3 Nf4 Kh2 Rc1 Kg1 Rc3 Kh2;1;5.0
hxg4 Ng6 g3 Nf4 Kh2 Rc1 Kg1 Rc3 Kh2 Rxb3;1;5.0
Ng6 g3 Nf4 Kh2 Rc1 Kg1 Rc3 Kh2 Rxb3 Kg1;1;5.0
g3 Nf4 Kh2 Rc1 Kg1 Rc3 Kh2 Rxb3 Kg1 Rxa3;1;5.0
Nf4 Kh2 Rc1 Kg1 Rc3 Kh2 Rxb3 Kg1 Rxa3 Kh2;1;5.0
Kh2 Rc1 Kg1 Rc3 Kh2 Rxb3 Kg1 Rxa3 Kh2 Ra6;1;5.0
Rc1 Kg1 Rc3 Kh2 Rxb3 Kg1 Rxa3 Kh2 Ra6 Kg1;1;5.0
Kg1 Rc3 Kh2 Rxb3 Kg1 Rxa3 Kh2 Ra6 Kg1 Rf6;1;5.0
Rc3 Kh2 Rxb3 Kg1 Rxa3 Kh2 Ra6 Kg1 Rf6 Kh2;1;5.0
Kh2 Rxb3 Kg1 Rxa3 Kh2 Ra6 Kg1 Rf6 Kh2 Rf5;1;5.0
Rxb3 Kg1 Rxa3 Kh2 Ra6 Kg1 Rf6 Kh2 Rf5 Kg1;1;5.0
Kg1 Rxa3 Kh2 Ra6 Kg1 Rf6 Kh2 Rf5 Kg1 Bf1;1;5.0
Rxa3 Kh2 Ra6 Kg1 Rf6 Kh2 Rf5 Kg1 Bf1 Kh2;1;5.0
Kh2 Ra6 Kg1 Rf6 Kh2 Rf5 Kg1 Bf1 Kh2 Nh3;1;5.0
Ra6 Kg1 Rf6 Kh2 Rf5 Kg1 Bf1 Kh2 Nh3 Kh1;1;5.0
Kg1 Rf6 Kh2 Rf5 Kg1 Bf1 Kh2 Nh3 Kh1 Kd1;1;5.0
Rf6 Kh2 Rf5 Kg1 Bf1 Kh2 Nh3 Kh1 Kd1 Kh2;1;5.0
Kh2 Rf5 Kg1 Bf1 Kh2 Nh3 Kh1 Kd1 Kh2 Kc1;1;5.0
Rf5 Kg1 Bf1 Kh2 Nh3 Kh1 Kd1 Kh2 Kc1 Kh1;1;5.0
Kg1 Bf1 Kh2 Nh3 Kh1 Kd1 Kh2 Kc1 Kh1 Rf4;1;5.0
Bf1 Kh2 Nh3 Kh1 Kd1 Kh2 Kc1 Kh1 Rf4 Kh2;1;5.0
Kh2 Nh3 Kh1 Kd1 Kh2 Kc1 Kh1 Rf4 Kh2 Rg4;1;5.0
Nh3 Kh1 Kd1 Kh2 Kc1 Kh1 Rf4 Kh2 Rg4 Kh1;1;5.0
Kh1 Kd1 Kh2 Kc1 Kh1 Rf4 Kh2 Rg4 Kh1 Rxg3;1;5.0
Kd1 Kh2 Kc1 Kh1 Rf4 Kh2 Rg4 Kh1 Rxg3 Kh2;1;5.0
Kh2 Kc1 Kh1 Rf4 Kh2 Rg4 Kh1 Rxg3 Kh2 Ng1;1;5.0
Kc1 Kh1 Rf4 Kh2 Rg4 Kh1 Rxg3 Kh2 Ng1 Kxg3;1;5.0
Kh1 Rf4 Kh2 Rg4 Kh1 Rxg3 Kh2 Ng1 Kxg3 Ne2+;1;5.0
Rf4 Kh2 Rg4 Kh1 Rxg3 Kh2 Ng1 Kxg3 Ne2+ Kf2;1;5.0
Kh2 Rg4 Kh1 Rxg3 Kh2 Ng1 Kxg3 Ne2+ Kf2 Bd2;1;5.0
Rg4 Kh1 Rxg3 Kh2 Ng1 Kxg3 Ne2+ Kf2 Bd2 Kxf1;1;5.0
Kh1 Rxg3 Kh2 Ng1 Kxg3 Ne2+ Kf2 Bd2 Kxf1 Be1;1;5.0
Rxg3 Kh2 Ng1 Kxg3 Ne2+ Kf2 Bd2 Kxf1 Be1 Kxe2;1;5.0
Kh2 Ng1 Kxg3 Ne2+ Kf2 Bd2 Kxf1 Be1 Kxe2 Bf2;1;5.0
Ng1 Kxg3 Ne2+ Kf2 Bd2 Kxf1 Be1 Kxe2 Bf2 Kxf2;1;5.0
Kxg3 Ne2+ Kf2 Bd2 Kxf1 Be1 Kxe2 Bf2 Kxf2 g3;1;5.0
Ne2+ Kf2 Bd2 Kxf1 Be1 Kxe2 Bf2 Kxf2 g3 Kxg3;1;5.0
Kf2 Bd2 Kxf1 Be1 Kxe2 Bf2 Kxf2 g3 Kxg3 d6;1;5.0
Bd2 Kxf1 Be1 Kxe2 Bf2 Kxf2 g3 Kxg3 d6 Kf4;1;5.0
Kxf1 Be1 Kxe2 Bf2 Kxf2 g3 Kxg3 d6 Kf4 d7;1;5.0
Be1 Kxe2 Bf2 Kxf2 g3 Kxg3 d6 Kf4 d7 Ke5;1;5.0
Kxe2 Bf2 Kxf2 g3 Kxg3 d6 Kf4 d7 Ke5 d8=Q;1;5.0
Bf2 Kxf2 g3 Kxg3 d6 Kf4 d7 Ke5 d8=Q Kf4;1;5.0
Kxf2 g3 Kxg3 d6 Kf4 d7 Ke5 d8=Q Kf4 Qf8+;1;5.0
g3 Kxg3 d6 Kf4 d7 Ke5 d8=Q Kf4 Qf8+ Ke5;1;5.0
Kxg3 d6 Kf4 d7 Ke5 d8=Q Kf4 Qf8+ Ke5 Qh8+;1;5.0
d6 Kf4 d7 Ke5 d8=Q Kf4 Qf8+ Ke5 Qh8+ Kf4;1;5.0
Kf4 d7 Ke5 d8=Q Kf4 Qf8+ Ke5 Qh8+ Kf4 a3;1;5.0
d7 Ke5 d8=Q Kf4 Qf8+ Ke5 Qh8+ Kf4 a3 Ke3;1;5.0
Ke5 d8=Q Kf4 Qf8+ Ke5 Qh8+ Kf4 a3 Ke3 a4;1;5.0
d8=Q Kf4 Qf8+ Ke5 Qh8+ Kf4 a3 Ke3 a4 Ke2;1;5.0
Kf4 Qf8+ Ke5 Qh8+ Kf4 a3 Ke3 a4 Ke2 a5;1;5.0
Qf8+ Ke5 Qh8+ Kf4 a3 Ke3 a4 Ke2 a5 Ke3;1;5.0
Ke5 Qh8+ Kf4 a3 Ke3 a4 Ke2 a5 Ke3 a6;1;5.0
Qh8+ Kf4 a3 Ke3 a4 Ke2 a5 Ke3 a6 Ke2;1;5.0
Kf4 a3 Ke3 a4 Ke2 a5 Ke3 a6 Ke2 a7;1;5.0
a3 Ke3 a4 Ke2 a5 Ke3 a6 Ke2 a7 Ke3;1;5.0
Ke3 a4 Ke2 a5 Ke3 a6 Ke2 a7 Ke3 a8=Q;1;5.0
a4 Ke2 a5 Ke3 a6 Ke2 a7 Ke3 a8=Q Ke2;1;5.0
Ke2 a5 Ke3 a6 Ke2 a7 Ke3 a8=Q Ke2 Qa7;1;5.0
a5 Ke3 a6 Ke2 a7 Ke3 a8=Q Ke2 Qa7 Ke1;1;5.0
Ke3 a6 Ke2 a7 Ke3 a8=Q Ke2 Qa7 Ke1 Qa5+;1;5.0
a6 Ke2 a7 Ke3 a8=Q Ke2 Qa7 Ke1 Qa5+ Ke2;1;5.0
Ke2 a7 Ke3 a8=Q Ke2 Qa7 Ke1 Qa5+ Ke2 e5;1;5.0
a7 Ke3 a8=Q Ke2 Qa7 Ke1 Qa5+ Ke2 e5 Ke3;1;5.0
Ke3 a8=Q Ke2 Qa7 Ke1 Qa5+ Ke2 e5 Ke3 e6;1;5.0
a8=Q Ke2 Qa7 Ke1 Qa5+ Ke2 e5 Ke3 e6 Ke2;1;5.0
Ke2 Qa7 Ke1 Qa5+ Ke2 e5 Ke3 e6 Ke2 e7;1;5.0
Qa7 Ke1 Qa5+ Ke2 e5 Ke3 e6 Ke2 e7 Ke3;1;5.0
Ke1 Qa5+ Ke2 e5 Ke3 e6 Ke2 e7 Ke3 e8=Q+;1;5.0
